split,split_type,holdout,model,calibrated,metric,estimate,ci_low,ci_high,n_bootstrap,valid_bootstraps,confidence
iid,iid,,kmer_metadata_logreg,False,brier,0.23085212634768004,0.21308691736783922,0.24779070303647616,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,auprc,0.7654048056522349,0.7368956913092359,0.7935857648960587,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,auroc,0.7574444444444445,0.7315649194801299,0.779078397453434,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,ece,0.05107422421806639,0.04337146940730981,0.08668401861873787,100,100,0.95
iid,iid,,kmer_metadata_logreg,True,brier,0.20014812314154165,0.19080452981184812,0.21064655274094937,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,auprc,0.6194316195279393,0.597350449354749,0.6442970653960867,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,auroc,0.5535531111111112,0.5324746855441955,0.5736852684555495,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,ece,0.0959069149063913,0.08079669518694566,0.11523208822560684,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,False,brier,0.24814543406041784,0.24470745087920615,0.2516521581407273,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,auprc,0.6194316195279393,0.590847847949616,0.644829197540056,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,auroc,0.5535531111111112,0.535135870640829,0.5741089136172993,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,ece,0.11393335810980776,0.0935230192004151,0.13257129537396253,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,gc_artifact_logreg,True,brier,0.25079439773178774,0.24650277404874832,0.2544971495520911,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,auprc,0.7064628440084628,0.6788513084552383,0.7304481598086286,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,auroc,0.7060286666666666,0.6879248366342546,0.7257799649366184,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,ece,0.25601811187164136,0.23944856512313695,0.27191211380629854,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,False,brier,0.28873178385739084,0.2723768949827145,0.3013806234216933,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,auprc,0.7064628440084628,0.6839492935331949,0.7328956220498817,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,auroc,0.7060286666666666,0.6890937740633015,0.7229950363462829,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,ece,0.0558264614108926,0.04716377505802734,0.075441071804902,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_logreg,True,brier,0.2211138988209465,0.2143297891826868,0.22796433580589853,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,auprc,0.715154427581991,0.6938448378343389,0.7359322448569695,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,auroc,0.7133648888888889,0.6940341422864555,0.7306696404520149,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,ece,0.24379921468077842,0.23021933193550131,0.2638819175416887,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,False,brier,0.28248070651335133,0.26982278868520376,0.2985480237604249,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,auprc,0.715154427581991,0.692601884082853,0.7371484742767876,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,auroc,0.7133648888888889,0.6945701104276442,0.7332002196775363,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,ece,0.054245323576446604,0.04489052075655578,0.07271909794509702,100,100,0.95
assay_heldout_cutrun,assay,CUT&RUN,kmer_metadata_logreg,True,brier,0.21895636905435992,0.2107346215824425,0.22648851618604382,100,100,0.95
