seed,split,model,calibrated,coverage,n,prevalence,brier,ece,auroc,auprc
13,lab_heldout_haib,axis_guard_no_adv,True,0.6,1171.0,0.4713919726729291,0.21249686730720677,0.05388150540038575,0.7132500995059821,0.6109921064084809
13,lab_heldout_haib,axis_guard_no_adv,True,0.4,781.0,0.43021766965428937,0.20648959167583497,0.07244638850299912,0.7320157838416266,0.5899913725853495
13,lab_heldout_haib,axis_guard_no_adv,True,0.2,390.0,0.34615384615384615,0.1823095133799246,0.09994324122431614,0.7686564996368918,0.5522486727272806
13,lab_heldout_haib,axis_guard_full,False,1.0,1952.0,0.5122950819672131,0.22517695776017596,0.052189443012333074,0.6801491596638656,0.62543510727728
13,lab_heldout_haib,axis_guard_full,False,0.8,1562.0,0.5089628681177977,0.2188887859031251,0.060702959450007095,0.696186235680959,0.6283285825054812
13,lab_heldout_haib,axis_guard_full,False,0.6,1171.0,0.5081127241673783,0.21046377588855866,0.07584418351964803,0.7030812324929973,0.6259483508392226
13,lab_heldout_haib,axis_guard_full,False,0.4,781.0,0.4827144686299616,0.20966283301775998,0.09672545302043957,0.7127071460461696,0.608601900281163
13,lab_heldout_haib,axis_guard_full,False,0.2,390.0,0.44358974358974357,0.2118931790241029,0.15356046681602795,0.7204656242508192,0.5783724995128465
13,lab_heldout_haib,axis_guard_full,True,1.0,1952.0,0.5122950819672131,0.22579440640935353,0.06452663067024435,0.6801491596638656,0.62543510727728
13,lab_heldout_haib,axis_guard_full,True,0.8,1562.0,0.5044814340588989,0.21949354292648274,0.06928003971625368,0.6981416991303664,0.6268709615873829
13,lab_heldout_haib,axis_guard_full,True,0.6,1171.0,0.4713919726729291,0.21246240561850463,0.05893997691398256,0.7138910350963453,0.6106592797129606
13,lab_heldout_haib,axis_guard_full,True,0.4,781.0,0.42765685019206146,0.2066002161766293,0.0743325248271698,0.7301437393669039,0.586072959990816
13,lab_heldout_haib,axis_guard_full,True,0.2,390.0,0.3435897435897436,0.19207899173292228,0.10682219393416313,0.7652460354477612,0.5454993937742539
17,lab_heldout_haib,tiny_cnn,False,1.0,1952.0,0.5122950819672131,0.2289351738972016,0.1093384923230185,0.6985483193277311,0.641642927762428
17,lab_heldout_haib,tiny_cnn,False,0.8,1562.0,0.47823303457106275,0.2233332605652818,0.09849673954152267,0.7128440140931827,0.6266942842541415
17,lab_heldout_haib,tiny_cnn,False,0.6,1171.0,0.4286934244235696,0.21402129090842495,0.08259030950059248,0.7219314074047607,0.5970854851910796
17,lab_heldout_haib,tiny_cnn,False,0.4,781.0,0.36235595390524966,0.20377806730830758,0.07019785000786435,0.7301857607106872,0.5538934709104864
17,lab_heldout_haib,tiny_cnn,False,0.2,390.0,0.2743589743589744,0.1769355828135528,0.10243811958875411,0.7660249001023745,0.5235374969190532
17,lab_heldout_haib,tiny_cnn,True,1.0,1952.0,0.5122950819672131,0.22825167615263622,0.0999514165420367,0.6985483193277311,0.641642927762428
