split,model,calibrated,coverage,n,prevalence,brier,ece,auroc,auprc
lab_heldout_henikoff,gc_artifact_logreg,True,1.0,1381.0,0.18971759594496743,0.4091581281154124,0.5524569385454112,0.010166178908376487,0.10474058383785068
lab_heldout_henikoff,gc_artifact_logreg,True,0.8,1105.0,0.23710407239819004,0.4479770477417912,0.5653237282390455,0.013494607590122516,0.1333677871538738
lab_heldout_henikoff,gc_artifact_logreg,True,0.6,829.0,0.316043425814234,0.5072355986268703,0.5874532215351871,0.020063411284785344,0.18374267863537092
lab_heldout_henikoff,gc_artifact_logreg,True,0.4,552.0,0.4746376811594203,0.6160473725124229,0.6394722678434801,0.039227428270597525,0.2977569724663619
lab_heldout_henikoff,gc_artifact_logreg,True,0.2,276.0,0.8297101449275363,0.843220890403894,0.8601761999662846,0.083573353154325,0.6687164006957674
lab_heldout_henikoff,kmer_logreg,False,1.0,1381.0,0.18971759594496743,0.4740404656315922,0.489958944810427,0.26912319478269175,0.12451939819596367
lab_heldout_henikoff,kmer_logreg,False,0.8,1105.0,0.2081447963800905,0.5157521085358099,0.5168927322843517,0.26200745341614906,0.13613700899733572
lab_heldout_henikoff,kmer_logreg,False,0.6,829.0,0.23039806996381182,0.5341974878000733,0.5337066714428074,0.250258497595562,0.15005925243432372
lab_heldout_henikoff,kmer_logreg,False,0.4,552.0,0.25905797101449274,0.5610207929132112,0.5610127893846379,0.22618701591806728,0.16730587366498403
lab_heldout_henikoff,kmer_logreg,False,0.2,276.0,0.35144927536231885,0.597792604231994,0.5977959902786368,0.2628002073374417,0.24564919181968944
lab_heldout_henikoff,kmer_logreg,True,1.0,1381.0,0.18971759594496743,0.25806968587688384,0.28251856796905894,0.26912319478269175,0.12451939819596367
lab_heldout_henikoff,kmer_logreg,True,0.8,1105.0,0.2153846153846154,0.2613523553733205,0.2535391373949159,0.2756389753133087,0.14337564462886562
lab_heldout_henikoff,kmer_logreg,True,0.6,829.0,0.2605548854041013,0.2731509862213387,0.226877073860926,0.314799709987312,0.18605325571911724
lab_heldout_henikoff,kmer_logreg,True,0.4,552.0,0.3134057971014493,0.31084434406014605,0.2742427033578586,0.33397898333002884,0.23668579752009136
lab_heldout_henikoff,kmer_logreg,True,0.2,276.0,0.42391304347826086,0.3976643075638322,0.3862335817382483,0.38004622910283287,0.3626612694416062
lab_heldout_henikoff,kmer_metadata_logreg,False,1.0,1381.0,0.18971759594496743,0.47083172661049477,0.4766866541685571,0.2693346704050099,0.12516010532616956
lab_heldout_henikoff,kmer_metadata_logreg,False,0.8,1105.0,0.20271493212669683,0.511365744540798,0.5085550422324107,0.25086650721582615,0.13153766267416236
lab_heldout_henikoff,kmer_metadata_logreg,False,0.6,829.0,0.2255729794933655,0.5428774199479048,0.5428237257911583,0.23702667133123428,0.1455316843643338
lab_heldout_henikoff,kmer_metadata_logreg,False,0.4,552.0,0.27717391304347827,0.5701663781329626,0.5701827176635166,0.24355005159958726,0.18357319889060786
